Gender,FINAL STUDENT WEIGHT,National Centre 6-digit Code,Out-of-School Study Time - Homework,Out-of-School Study Time - With Parent,Out-of-School Study Time - Computer,OECD country,No of ALL <class period> a week,Student-Teacher Relation - Get Along with Teachers,Mother<Highest Schooling>,Father<Highest Schooling>,Truancy - Late for School,Truancy - Skip whole school day,Truancy - Skip classes within school day,father Highest Schooling
Female,74.9073,Peru ,3.0,2.0,3.0,Non-OECD,33.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,30.0137,Spain,2.0,0.0,1.0,OECD,31.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,33.0417,Canada ,2.0,0.0,0.0,OECD,15.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,1.0,Macao-China,10.0,1.0,1.0,Non-OECD,42.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,49.293,Chinese Taipei ,1.0,0.0,0.0,Non-OECD,40.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,1.0,Macao-China,4.0,0.0,2.0,Non-OECD,40.0,Agree,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Male,25.408,Kazakhstan ,9.0,0.0,6.0,Non-OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,8.9502,United Kingdom (excl.Scotland) ,5.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,1.1569,Canada ,10.0,2.0,0.0,OECD,30.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,73.7669,Malaysia ,2.0,0.0,1.0,Non-OECD,41.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,2.0,level 3
Male,8.4882,Mexico ,2.0,2.0,0.0,OECD,31.0,,<ISCED level 1> ,"<ISCED level 3B, 3C> ",None  ,One or two times  ,2.0,level 3
Male,22.4705,Italy,2.0,0.0,0.0,OECD,36.0,Strongly agree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,19.5385,Australia,5.0,2.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 2> ,None  ,One or two times  ,2.0,level 2
Female,263.8295,Japan,4.0,0.0,0.0,OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,184.9819,Japan,1.0,0.0,0.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,17.3019,China (Shanghai) ,25.0,0.0,4.0,Non-OECD,43.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,47.6907,Italy,10.0,1.0,1.0,OECD,27.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Female,3.5165,Italy,,0.0,2.0,OECD,28.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Male,20.4538,Sweden ,,,0.0,OECD,9.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,7.2325,Lithuania,5.0,1.0,1.0,Non-OECD,35.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,2.374,Australia,0.0,0.0,0.0,OECD,20.0,,<ISCED level 3A> ,<ISCED level 2> ,Five or more times  ,One or two times  ,2.0,level 2
Male,14.5181,Norway ,2.0,0.0,1.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,1.0018,Qatar,,0.0,0.0,Non-OECD,26.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,606.8703,Brazil ,5.0,0.0,3.0,Non-OECD,25.0,,<ISCED level 2> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,6.3507,Croatia,15.0,5.0,3.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,106.7644,Italy,1.0,1.0,1.0,OECD,32.0,Disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,One or two times  ,1.0,level 2
Male,45.4879,Italy,6.0,2.0,2.0,OECD,33.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,3.0,level 2
Male,19.5059,Greece ,1.0,0.0,2.0,OECD,33.0,Disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,2.0,level 2
Female,14.0753,Hungary,,,,OECD,29.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,1.0,Macao-China,2.0,0.0,1.0,Non-OECD,31.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",Five or more times  ,None  ,1.0,level 3
Male,162.128,United Kingdom (excl.Scotland) ,5.0,0.0,0.0,OECD,30.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,14.3884,Belgium,10.0,0.0,0.0,OECD,33.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,3.5165,Italy,5.0,1.0,2.0,OECD,28.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,One or two times  ,2.0,level 2
Male,13.6126,Australia,10.0,0.0,0.0,OECD,30.0,Strongly agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,5.2047,New Zealand,6.0,0.0,2.0,OECD,24.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,Five or more times  ,1.0,level 3
Male,128.1974,United Kingdom (excl.Scotland) ,5.0,0.0,0.0,OECD,25.0,,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,1.0,Qatar,,1.0,1.0,Non-OECD,7.0,Strongly agree,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Male,20.8594,Czech Republic ,2.0,0.0,0.0,OECD,32.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,2.0,level 3
Male,245.4843,Japan,3.0,,1.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,1.0,Luxembourg ,1.0,0.0,0.0,OECD,29.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Female,6.0036,Lithuania,2.0,1.0,2.0,Non-OECD,33.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Female,5.1468,Italy,5.0,2.0,1.0,OECD,32.0,,<ISCED level 2> ,"<ISCED level 3B, 3C> ",Three or four times  ,One or two times  ,1.0,level 3
Female,6.5476,Italy,25.0,0.0,0.0,OECD,23.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,263.9378,Brazil ,2.0,0.0,1.0,Non-OECD,24.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,16.3964,Brazil ,1.0,1.0,1.0,Non-OECD,35.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,33.4714,China (Shanghai) ,10.0,0.0,2.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,132.1555,Germany,4.0,0.0,2.0,OECD,34.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,3.65,Finland,,2.0,0.0,OECD,31.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,4.697,Canada ,2.0,,,OECD,30.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,1.0597,Spain,4.0,0.0,2.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,One or two times  ,2.0,level 3
Male,3.5616,United Arab Emirates ,1.0,1.0,2.0,Non-OECD,35.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,23.8293,Switzerland,3.0,,1.0,OECD,35.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,3.0,level 3
Female,16.9003,Mexico ,5.0,0.0,0.0,OECD,18.0,,<ISCED level 1> ,<ISCED level 2> ,None  ,One or two times  ,1.0,level 2
Male,51.6975,Peru ,10.0,0.0,18.0,Non-OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,17.1312,China (Shanghai) ,8.0,0.0,2.0,Non-OECD,50.0,Agree,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,3.1924,Montenegro ,2.0,0.0,0.0,Non-OECD,31.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,82.1132,Republic of Korea,1.0,0.0,0.0,OECD,34.0,,,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,193.4963,Viet Nam ,28.0,0.0,0.0,Non-OECD,35.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Female,121.9875,Viet Nam ,6.0,2.0,12.0,Non-OECD,35.0,,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,39.043,Spain,6.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,2.826,Turkey ,1.0,0.0,0.0,OECD,37.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,1.3333,Spain,7.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,Three or four times  ,4.0,level 3
Female,13.3771,Colombia ,4.0,1.0,0.0,Non-OECD,12.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,3.2327,Canada ,0.0,0.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,2.1685,Montenegro ,2.0,1.0,2.0,Non-OECD,31.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Male,10.5035,Ireland,6.0,1.0,0.0,OECD,40.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,1.0,Macao-China,2.0,0.0,0.0,Non-OECD,40.0,Strongly agree,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Male,3.2039,Canada ,4.0,0.0,0.0,OECD,20.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,One or two times  ,2.0,level 3
Female,19.0926,Hungary,5.0,1.0,0.0,OECD,28.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,179.8582,Turkey ,4.0,0.0,4.0,OECD,35.0,,,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,37.5522,Mexico ,2.0,2.0,4.0,OECD,30.0,,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,16.5891,China (Shanghai) ,4.0,0.0,0.0,Non-OECD,35.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,Three or four times  ,4.0,level 3
Female,1.2667,United Arab Emirates ,16.0,0.0,6.0,Non-OECD,32.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,63.2167,Brazil ,1.0,1.0,1.0,Non-OECD,29.0,Agree,<ISCED level 1> ,<ISCED level 1> ,Three or four times  ,None  ,1.0,level 1
Male,2.7825,Canada ,1.0,,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Female,11.0272,Czech Republic ,7.0,0.0,1.0,OECD,34.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",One or two times  ,None  ,2.0,level 3
Female,16.5499,Hong Kong-China,5.0,2.0,0.0,Non-OECD,40.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,1.0,Qatar,3.0,1.0,1.0,Non-OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Female,9.7261,United Kingdom (excl.Scotland) ,6.0,1.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,1.0,Macao-China,1.0,0.0,0.0,Non-OECD,42.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,185.7332,Turkey ,14.0,0.0,0.0,OECD,30.0,,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,9.1752,Ireland,3.0,0.0,3.0,OECD,45.0,,<ISCED level 3A> ,<ISCED level 1> ,None  ,One or two times  ,1.0,level 1
Female,77.3436,Netherlands,7.0,4.0,2.0,OECD,21.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,12.1688,Serbia ,10.0,5.0,10.0,Non-OECD,33.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,132.2424,Thailand ,2.0,1.0,3.0,Non-OECD,35.0,Agree,<ISCED level 1> ,<ISCED level 1> ,None  ,One or two times  ,2.0,level 1
Female,16.3906,Australia,24.0,,,OECD,26.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,2.0,level 3
Female,16.0412,Belgium,6.0,0.0,2.0,OECD,34.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,7.815,Jordan ,4.0,1.0,2.0,Non-OECD,35.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,One or two times  ,1.0,level 3
Female,133.5354,United Kingdom (excl.Scotland) ,6.0,0.0,0.0,OECD,25.0,Disagree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,One or two times  ,2.0,level 2
Male,7.3248,Croatia,3.0,1.0,0.0,Non-OECD,32.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,21.5457,Italy,10.0,0.0,2.0,OECD,32.0,Disagree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,58.0465,Peru ,5.0,2.0,5.0,Non-OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,10.5708,Norway ,10.0,3.0,,OECD,30.0,Strongly agree,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,32.2939,Portugal ,2.0,0.0,0.0,OECD,24.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Male,17.7973,Serbia ,1.0,0.0,2.0,Non-OECD,35.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,12.1563,New Zealand,13.0,0.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Male,171.9782,Japan,,,,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,1.0018,Qatar,14.0,7.0,,Non-OECD,30.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,18.392,Israel ,7.0,1.0,0.0,OECD,36.0,,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,None  ,1.0,less than level 1
Female,27.8484,Italy,,5.0,5.0,OECD,30.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,1.0357,Montenegro ,,,,Non-OECD,32.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,11.5685,Chile,5.0,0.0,3.0,OECD,42.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Female,17.8958,Belgium,21.0,2.0,,OECD,36.0,Disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,10.613,Spain,3.0,0.0,0.0,OECD,32.0,Strongly agree,<ISCED level 2> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,6.8694,Canada ,5.0,3.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,44.6098,Kazakhstan ,3.0,1.0,3.0,Non-OECD,6.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,3.2864,Slovenia ,4.0,4.0,4.0,OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,One or two times  ,3.0,level 3
Male,7.6092,Slovenia ,3.0,0.0,0.0,OECD,30.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,17.6667,Greece ,1.0,0.0,4.0,OECD,32.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,177.8547,Viet Nam ,2.0,2.0,1.0,Non-OECD,27.0,,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,None  ,1.0,less than level 1
Female,39.3494,Canada ,7.0,0.0,1.0,OECD,20.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,31.6331,Tunisia,18.0,0.0,0.0,Non-OECD,27.0,Disagree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,13.9692,Serbia ,5.0,0.0,3.0,Non-OECD,35.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,82.4931,Peru ,6.0,0.0,0.0,Non-OECD,35.0,Agree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,53.6597,Brazil ,5.0,0.0,0.0,Non-OECD,35.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,161.6574,Germany,5.0,0.0,0.0,OECD,33.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,14.9164,Thailand ,30.0,7.0,1.0,Non-OECD,35.0,,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Male,1.0,Macao-China,6.0,0.0,0.0,Non-OECD,45.0,,,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,9.204,Croatia,3.0,1.0,0.0,Non-OECD,35.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,8.9019,United Kingdom (excl.Scotland) ,2.0,0.0,1.0,OECD,30.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,One or two times  ,1.0,level 3
Male,41.7958,Netherlands,5.0,0.0,2.0,OECD,32.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,5.8278,Uruguay,6.0,0.0,2.0,Non-OECD,32.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,3.8272,Spain,3.0,0.0,0.0,OECD,32.0,Disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,17.6667,Greece ,,,,OECD,32.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,Three or four times  ,3.0,level 3
Female,16.3906,Australia,,0.0,0.0,OECD,26.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,Five or more times  ,4.0,level 2
Male,1.0,Montenegro ,1.0,2.0,4.0,Non-OECD,31.0,,<ISCED level 2> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Female,103.8297,Argentina,9.0,3.0,5.0,Non-OECD,14.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,2.0,level 3
Female,1.525,United Arab Emirates ,4.0,1.0,1.0,Non-OECD,35.0,,<ISCED level 2> ,He did not complete <ISCED level 1> ,One or two times  ,None  ,2.0,less than level 1
Male,9.6198,Hungary,4.0,6.0,4.0,OECD,28.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,8.2859,Uruguay,1.0,0.0,0.0,Non-OECD,36.0,Agree,<ISCED level 2> ,<ISCED level 1> ,Five or more times  ,None  ,1.0,level 1
Female,20.0613,Hungary,10.0,5.0,1.0,OECD,27.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,23.3257,Italy,12.0,2.0,2.0,OECD,32.0,,<ISCED level 2> ,<ISCED level 3A> ,Three or four times  ,One or two times  ,4.0,level 3
Male,1.0,Switzerland,3.0,1.0,1.0,OECD,32.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,84.8821,Japan,2.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,174.6415,Russian Federation ,28.0,0.0,3.0,Non-OECD,37.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,17.5212,Hong Kong-China,3.0,2.0,0.0,Non-OECD,40.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,1.5016,Italy,0.0,0.0,0.0,OECD,32.0,,She did not complete <ISCED level 1> ,<ISCED level 1> ,Five or more times  ,None  ,2.0,level 1
Male,18.3338,Austria,2.0,3.0,1.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,2.9916,Spain,6.0,0.0,0.0,OECD,30.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,One or two times  ,1.0,level 3
Female,6.3389,Jordan ,1.0,1.0,1.0,Non-OECD,34.0,,<ISCED level 3A> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Female,20.981,Italy,14.0,2.0,3.0,OECD,37.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Male,141.5275,France ,5.0,5.0,0.0,OECD,29.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,16.7775,Hong Kong-China,2.0,0.0,1.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",One or two times  ,One or two times  ,2.0,level 3
Male,3.2423,Latvia ,0.0,0.0,,Non-OECD,40.0,,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,41.8138,Italy,24.0,0.0,0.0,OECD,32.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,3.1828,Spain,1.0,0.0,0.0,OECD,30.0,Disagree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,12.4574,Serbia ,5.0,0.0,2.0,Non-OECD,32.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,8.2996,Finland,3.0,0.0,2.0,OECD,30.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",One or two times  ,One or two times  ,1.0,level 3
Male,2.7788,Spain,5.0,0.0,4.0,OECD,30.0,,<ISCED level 2> ,<ISCED level 3A> ,None  ,One or two times  ,2.0,level 3
Female,13.0508,Belgium,12.0,1.0,0.0,OECD,33.0,,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,7.9666,Spain,7.0,0.0,2.0,OECD,30.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 1> ,None  ,None  ,2.0,level 1
Female,7.6364,United Arab Emirates ,4.0,1.0,2.0,Non-OECD,45.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,3.0,level 3
Male,5.4029,Finland,0.0,0.0,0.0,OECD,32.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",Three or four times  ,None  ,1.0,level 3
Male,14.7747,Norway ,2.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,Five or more times  ,None  ,1.0,level 3
Female,13.4857,Kazakhstan ,2.0,1.0,1.0,Non-OECD,39.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,3.4204,Denmark,3.0,0.0,3.0,OECD,28.0,Disagree,<ISCED level 2> ,"<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Female,16.0823,Hungary,9.0,0.0,0.0,OECD,32.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,18.8149,Belgium,6.0,0.0,0.0,OECD,34.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,51.5121,Peru ,12.0,2.0,8.0,Non-OECD,35.0,Agree,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,4.6381,Australia,1.0,1.0,1.0,OECD,40.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,72.2433,Brazil ,5.0,5.0,3.0,Non-OECD,25.0,Strongly agree,<ISCED level 2> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Female,114.0034,Mexico ,4.0,2.0,5.0,OECD,35.0,,<ISCED level 1> ,<ISCED level 2> ,Three or four times  ,One or two times  ,1.0,level 2
Female,18.2006,Israel ,5.0,0.0,0.0,OECD,32.0,Strongly disagree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,1.4286,United Arab Emirates ,8.0,2.0,2.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,20.0652,Greece ,2.0,1.0,1.0,OECD,32.0,Strongly agree,<ISCED level 1> ,<ISCED level 1> ,Three or four times  ,Three or four times  ,2.0,level 1
Female,9.4576,Singapore,25.0,0.0,2.0,Non-OECD,55.0,Strongly agree,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,26.9011,Tunisia,2.0,3.0,5.0,Non-OECD,30.0,Strongly agree,<ISCED level 1> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,5.1379,Slovenia ,,0.0,1.0,OECD,36.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,14.9372,Hong Kong-China,7.0,0.0,0.0,Non-OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
